ancestry,age_group,sex,district,year,value
Descendants of non-western origin,0-10 years,Women,Amager Vest,1988,154.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1989,182.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1990,185.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1991,171.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1992,165.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1993,213.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1994,222.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1995,240.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1996,274.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1997,309.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1998,333.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,1999,369.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2000,428.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2001,488.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2002,521.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2003,539.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2004,564.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2005,566.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2006,552.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2007,574.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2008,564.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2009,534.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2010,508.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2011,492.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2012,468.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2013,442.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2014,435.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2015,435.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2016,426.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2017,424.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2018,420.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2019,460.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2020,488.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2021,491.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2022,500.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2023,501.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2024,491.0
Descendants of non-western origin,0-10 years,Women,Amager Vest,2025,488.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1986,129.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1987,126.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1988,138.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1989,140.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1990,149.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1991,172.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1992,184.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1993,206.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1994,228.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1995,266.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1996,294.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1997,315.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1998,344.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,1999,369.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2000,392.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2001,400.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2002,422.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2003,443.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2004,444.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2005,433.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2006,401.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2007,401.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2008,394.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2009,376.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2010,372.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2011,363.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2012,335.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2013,299.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2014,283.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2015,283.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2016,246.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2017,236.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2018,238.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2019,235.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2020,236.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2021,238.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2022,208.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2023,207.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2024,195.0
Descendants of non-western origin,0-10 years,Women,Amager Øst,2025,184.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1986,209.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1987,225.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1988,225.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1989,218.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1990,221.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1991,244.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1992,241.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1993,245.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1994,277.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1995,313.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1996,374.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1997,433.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1998,463.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,1999,518.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2000,584.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2001,645.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2002,697.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2003,700.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2004,745.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2005,783.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2006,785.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2007,750.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2008,731.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2009,715.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2010,720.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2011,723.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2012,660.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2013,680.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2014,684.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2015,690.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2016,713.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2017,694.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2018,673.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2019,656.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2020,627.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2021,594.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2022,543.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2023,473.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2024,440.0
Descendants of non-western origin,0-10 years,Women,Bispebjerg,2025,403.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1986,72.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1987,81.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1988,94.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1989,104.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1990,117.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1991,142.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1992,171.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1993,187.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1994,245.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1995,307.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1996,352.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1997,450.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1998,508.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,1999,552.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2000,594.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2001,658.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2002,716.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2003,772.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2004,792.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2005,809.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2006,798.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2007,803.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2008,807.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2009,797.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2010,785.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2011,786.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2012,795.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2013,798.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2014,824.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2015,844.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2016,811.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2017,833.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2018,824.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2019,850.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2020,830.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2021,811.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2022,763.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2023,747.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2024,692.0
Descendants of non-western origin,0-10 years,Women,Brønshøj-Husum,2025,650.0
Descendants of non-western origin,0-10 years,Women,Indre By,1986,36.0
Descendants of non-western origin,0-10 years,Women,Indre By,1987,35.0
Descendants of non-western origin,0-10 years,Women,Indre By,1988,44.0
Descendants of non-western origin,0-10 years,Women,Indre By,1989,38.0
Descendants of non-western origin,0-10 years,Women,Indre By,1990,39.0
Descendants of non-western origin,0-10 years,Women,Indre By,1991,31.0
Descendants of non-western origin,0-10 years,Women,Indre By,1992,35.0
Descendants of non-western origin,0-10 years,Women,Indre By,1993,32.0
Descendants of non-western origin,0-10 years,Women,Indre By,1994,33.0
Descendants of non-western origin,0-10 years,Women,Indre By,1995,39.0
Descendants of non-western origin,0-10 years,Women,Indre By,1996,44.0
Descendants of non-western origin,0-10 years,Women,Indre By,1997,44.0
Descendants of non-western origin,0-10 years,Women,Indre By,1998,38.0
Descendants of non-western origin,0-10 years,Women,Indre By,1999,35.0
Descendants of non-western origin,0-10 years,Women,Indre By,2000,37.0
Descendants of non-western origin,0-10 years,Women,Indre By,2001,42.0
Descendants of non-western origin,0-10 years,Women,Indre By,2002,50.0
Descendants of non-western origin,0-10 years,Women,Indre By,2003,52.0
Descendants of non-western origin,0-10 years,Women,Indre By,2004,50.0
Descendants of non-western origin,0-10 years,Women,Indre By,2005,41.0
Descendants of non-western origin,0-10 years,Women,Indre By,2006,39.0
Descendants of non-western origin,0-10 years,Women,Indre By,2007,45.0
Descendants of non-western origin,0-10 years,Women,Indre By,2008,46.0
Descendants of non-western origin,0-10 years,Women,Indre By,2009,43.0
Descendants of non-western origin,0-10 years,Women,Indre By,2010,49.0
Descendants of non-western origin,0-10 years,Women,Indre By,2011,43.0
Descendants of non-western origin,0-10 years,Women,Indre By,2012,49.0
Descendants of non-western origin,0-10 years,Women,Indre By,2013,41.0
Descendants of non-western origin,0-10 years,Women,Indre By,2014,43.0
Descendants of non-western origin,0-10 years,Women,Indre By,2015,43.0
Descendants of non-western origin,0-10 years,Women,Indre By,2016,46.0
Descendants of non-western origin,0-10 years,Women,Indre By,2017,45.0
Descendants of non-western origin,0-10 years,Women,Indre By,2018,45.0
Descendants of non-western origin,0-10 years,Women,Indre By,2019,36.0
Descendants of non-western origin,0-10 years,Women,Indre By,2020,39.0
Descendants of non-western origin,0-10 years,Women,Indre By,2021,40.0
Descendants of non-western origin,0-10 years,Women,Indre By,2022,41.0
Descendants of non-western origin,0-10 years,Women,Indre By,2023,39.0
Descendants of non-western origin,0-10 years,Women,Indre By,2024,49.0
Descendants of non-western origin,0-10 years,Women,Indre By,2025,55.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1986,558.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1987,577.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1988,631.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1989,685.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1990,691.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1991,687.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1992,740.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1993,827.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1994,968.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1995,1130.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1996,1311.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1997,1432.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1998,1569.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,1999,1675.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,2000,1740.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,2001,1804.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,2002,1864.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,2003,1828.0
Descendants of non-western origin,0-10 years,Women,Nørrebro,2004,1744.0
