education,unemployment_degree,district,year,value
Highest education completed total,"]0,4-0,6]",Valby,2008,454.0
Highest education completed total,"]0,4-0,6]",Valby,2009,677.0
Highest education completed total,"]0,4-0,6]",Valby,2010,744.0
Highest education completed total,"]0,4-0,6]",Valby,2011,756.0
Highest education completed total,"]0,4-0,6]",Valby,2012,773.0
Highest education completed total,"]0,4-0,6]",Valby,2013,746.0
Highest education completed total,"]0,4-0,6]",Valby,2014,717.0
Highest education completed total,"]0,4-0,6]",Valby,2015,628.0
Highest education completed total,"]0,4-0,6]",Valby,2016,660.0
Highest education completed total,"]0,4-0,6]",Valby,2017,660.0
Highest education completed total,"]0,4-0,6]",Valby,2018,595.0
Highest education completed total,"]0,4-0,6]",Valby,2019,653.0
Highest education completed total,"]0,4-0,6]",Valby,2020,830.0
Highest education completed total,"]0,4-0,6]",Valby,2021,809.0
Highest education completed total,"]0,4-0,6]",Valby,2022,640.0
Highest education completed total,"]0,4-0,6]",Valby,2023,603.0
Highest education completed total,"]0,4-0,6]",Vanløse,2008,251.0
Highest education completed total,"]0,4-0,6]",Vanløse,2009,404.0
Highest education completed total,"]0,4-0,6]",Vanløse,2010,504.0
Highest education completed total,"]0,4-0,6]",Vanløse,2011,475.0
Highest education completed total,"]0,4-0,6]",Vanløse,2012,511.0
Highest education completed total,"]0,4-0,6]",Vanløse,2013,474.0
Highest education completed total,"]0,4-0,6]",Vanløse,2014,446.0
Highest education completed total,"]0,4-0,6]",Vanløse,2015,410.0
Highest education completed total,"]0,4-0,6]",Vanløse,2016,415.0
Highest education completed total,"]0,4-0,6]",Vanløse,2017,394.0
Highest education completed total,"]0,4-0,6]",Vanløse,2018,412.0
Highest education completed total,"]0,4-0,6]",Vanløse,2019,401.0
Highest education completed total,"]0,4-0,6]",Vanløse,2020,494.0
Highest education completed total,"]0,4-0,6]",Vanløse,2021,443.0
Highest education completed total,"]0,4-0,6]",Vanløse,2022,279.0
Highest education completed total,"]0,4-0,6]",Vanløse,2023,297.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2008,750.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2009,996.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2010,1151.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2011,1121.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2012,1135.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2013,1169.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2014,1014.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2015,942.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2016,904.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2017,905.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2018,948.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2019,915.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2020,1224.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2021,1082.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2022,801.0
Highest education completed total,"]0,4-0,6]",Vesterbro/Kongens Enghave,2023,916.0
Highest education completed total,"]0,4-0,6]",Østerbro,2008,583.0
Highest education completed total,"]0,4-0,6]",Østerbro,2009,866.0
Highest education completed total,"]0,4-0,6]",Østerbro,2010,1019.0
Highest education completed total,"]0,4-0,6]",Østerbro,2011,983.0
Highest education completed total,"]0,4-0,6]",Østerbro,2012,962.0
Highest education completed total,"]0,4-0,6]",Østerbro,2013,971.0
Highest education completed total,"]0,4-0,6]",Østerbro,2014,949.0
Highest education completed total,"]0,4-0,6]",Østerbro,2015,899.0
Highest education completed total,"]0,4-0,6]",Østerbro,2016,853.0
Highest education completed total,"]0,4-0,6]",Østerbro,2017,824.0
Highest education completed total,"]0,4-0,6]",Østerbro,2018,773.0
Highest education completed total,"]0,4-0,6]",Østerbro,2019,745.0
Highest education completed total,"]0,4-0,6]",Østerbro,2020,942.0
Highest education completed total,"]0,4-0,6]",Østerbro,2021,823.0
Highest education completed total,"]0,4-0,6]",Østerbro,2022,631.0
Highest education completed total,"]0,4-0,6]",Østerbro,2023,701.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2008,330.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2009,522.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2010,580.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2011,637.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2012,635.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2013,654.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2014,630.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2015,488.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2016,465.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2017,499.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2018,463.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2019,483.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2020,761.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2021,637.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2022,367.0
Highest education completed total,"]0,6-0,8]",Amager Vest,2023,435.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2008,250.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2009,512.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2010,569.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2011,588.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2012,561.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2013,589.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2014,568.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2015,479.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2016,407.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2017,425.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2018,419.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2019,377.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2020,645.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2021,520.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2022,286.0
Highest education completed total,"]0,6-0,8]",Amager Øst,2023,315.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2008,396.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2009,559.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2010,725.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2011,638.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2012,716.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2013,753.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2014,691.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2015,575.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2016,516.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2017,562.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2018,493.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2019,490.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2020,699.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2021,593.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2022,379.0
Highest education completed total,"]0,6-0,8]",Bispebjerg,2023,377.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2008,273.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2009,396.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2010,479.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2011,463.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2012,479.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2013,534.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2014,436.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2015,413.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2016,337.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2017,360.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2018,302.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2019,314.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2020,443.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2021,385.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2022,210.0
Highest education completed total,"]0,6-0,8]",Brønshøj-Husum,2023,210.0
Highest education completed total,"]0,6-0,8]",Indre By,2008,208.0
Highest education completed total,"]0,6-0,8]",Indre By,2009,360.0
Highest education completed total,"]0,6-0,8]",Indre By,2010,406.0
Highest education completed total,"]0,6-0,8]",Indre By,2011,416.0
Highest education completed total,"]0,6-0,8]",Indre By,2012,428.0
Highest education completed total,"]0,6-0,8]",Indre By,2013,402.0
Highest education completed total,"]0,6-0,8]",Indre By,2014,401.0
Highest education completed total,"]0,6-0,8]",Indre By,2015,351.0
Highest education completed total,"]0,6-0,8]",Indre By,2016,279.0
Highest education completed total,"]0,6-0,8]",Indre By,2017,311.0
Highest education completed total,"]0,6-0,8]",Indre By,2018,294.0
Highest education completed total,"]0,6-0,8]",Indre By,2019,316.0
Highest education completed total,"]0,6-0,8]",Indre By,2020,423.0
Highest education completed total,"]0,6-0,8]",Indre By,2021,329.0
Highest education completed total,"]0,6-0,8]",Indre By,2022,216.0
Highest education completed total,"]0,6-0,8]",Indre By,2023,250.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2008,555.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2009,815.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2010,970.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2011,990.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2012,1016.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2013,1044.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2014,928.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2015,826.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2016,749.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2017,791.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2018,719.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2019,709.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2020,985.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2021,794.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2022,498.0
Highest education completed total,"]0,6-0,8]",Nørrebro,2023,560.0
Highest education completed total,"]0,6-0,8]",Valby,2008,279.0
Highest education completed total,"]0,6-0,8]",Valby,2009,450.0
Highest education completed total,"]0,6-0,8]",Valby,2010,546.0
Highest education completed total,"]0,6-0,8]",Valby,2011,596.0
Highest education completed total,"]0,6-0,8]",Valby,2012,541.0
Highest education completed total,"]0,6-0,8]",Valby,2013,535.0
Highest education completed total,"]0,6-0,8]",Valby,2014,462.0
Highest education completed total,"]0,6-0,8]",Valby,2015,439.0
Highest education completed total,"]0,6-0,8]",Valby,2016,347.0
Highest education completed total,"]0,6-0,8]",Valby,2017,405.0
Highest education completed total,"]0,6-0,8]",Valby,2018,378.0
Highest education completed total,"]0,6-0,8]",Valby,2019,411.0
Highest education completed total,"]0,6-0,8]",Valby,2020,538.0
Highest education completed total,"]0,6-0,8]",Valby,2021,493.0
Highest education completed total,"]0,6-0,8]",Valby,2022,304.0
Highest education completed total,"]0,6-0,8]",Valby,2023,342.0
Highest education completed total,"]0,6-0,8]",Vanløse,2008,138.0
Highest education completed total,"]0,6-0,8]",Vanløse,2009,312.0
Highest education completed total,"]0,6-0,8]",Vanløse,2010,342.0
Highest education completed total,"]0,6-0,8]",Vanløse,2011,346.0
Highest education completed total,"]0,6-0,8]",Vanløse,2012,342.0
Highest education completed total,"]0,6-0,8]",Vanløse,2013,355.0
Highest education completed total,"]0,6-0,8]",Vanløse,2014,320.0
Highest education completed total,"]0,6-0,8]",Vanløse,2015,273.0
Highest education completed total,"]0,6-0,8]",Vanløse,2016,247.0
Highest education completed total,"]0,6-0,8]",Vanløse,2017,270.0
Highest education completed total,"]0,6-0,8]",Vanløse,2018,258.0
Highest education completed total,"]0,6-0,8]",Vanløse,2019,236.0
Highest education completed total,"]0,6-0,8]",Vanløse,2020,331.0
Highest education completed total,"]0,6-0,8]",Vanløse,2021,304.0
Highest education completed total,"]0,6-0,8]",Vanløse,2022,145.0
Highest education completed total,"]0,6-0,8]",Vanløse,2023,165.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2008,427.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2009,683.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2010,782.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2011,770.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2012,831.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2013,793.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2014,719.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2015,603.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2016,493.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2017,552.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2018,491.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2019,519.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2020,791.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2021,681.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2022,439.0
Highest education completed total,"]0,6-0,8]",Vesterbro/Kongens Enghave,2023,453.0
Highest education completed total,"]0,6-0,8]",Østerbro,2008,330.0
Highest education completed total,"]0,6-0,8]",Østerbro,2009,563.0
Highest education completed total,"]0,6-0,8]",Østerbro,2010,670.0
Highest education completed total,"]0,6-0,8]",Østerbro,2011,681.0
Highest education completed total,"]0,6-0,8]",Østerbro,2012,719.0
Highest education completed total,"]0,6-0,8]",Østerbro,2013,649.0
Highest education completed total,"]0,6-0,8]",Østerbro,2014,609.0
Highest education completed total,"]0,6-0,8]",Østerbro,2015,502.0
Highest education completed total,"]0,6-0,8]",Østerbro,2016,441.0
Highest education completed total,"]0,6-0,8]",Østerbro,2017,461.0
Highest education completed total,"]0,6-0,8]",Østerbro,2018,440.0
Highest education completed total,"]0,6-0,8]",Østerbro,2019,446.0
Highest education completed total,"]0,6-0,8]",Østerbro,2020,642.0
Highest education completed total,"]0,6-0,8]",Østerbro,2021,573.0
Highest education completed total,"]0,6-0,8]",Østerbro,2022,305.0
Highest education completed total,"]0,6-0,8]",Østerbro,2023,371.0
Highest education completed total,"]0,8-1]",Amager Vest,2008,377.0
Highest education completed total,"]0,8-1]",Amager Vest,2009,609.0
Highest education completed total,"]0,8-1]",Amager Vest,2010,909.0
Highest education completed total,"]0,8-1]",Amager Vest,2011,845.0
Highest education completed total,"]0,8-1]",Amager Vest,2012,978.0
Highest education completed total,"]0,8-1]",Amager Vest,2013,891.0
Highest education completed total,"]0,8-1]",Amager Vest,2014,736.0
Highest education completed total,"]0,8-1]",Amager Vest,2015,563.0
Highest education completed total,"]0,8-1]",Amager Vest,2016,493.0
Highest education completed total,"]0,8-1]",Amager Vest,2017,510.0
Highest education completed total,"]0,8-1]",Amager Vest,2018,478.0
